Date,Country/Region,day_of_week,Qtde Autorizados,Valor Autorizados,populacao,Confirmed,Deaths,C1,C2,C3,C4,C5,C6,C7,C8,preinflex,peak,postinflex,estagio,Qtde Autorizados_2019_mean,Valor Autorizados_2019_mean
03/31/2020,AC,1,142502.0,10456739.97,881935,0,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/01/2020,AC,2,127813.0,9730419.15,881935,1,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/02/2020,AC,3,133040.0,9941373.52,881935,0,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/03/2020,AC,4,131922.0,9894009.35,881935,3,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/04/2020,AC,5,132255.0,9286092.49,881935,0,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/05/2020,AC,6,78588.0,4636299.82,881935,2,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/06/2020,AC,0,157787.0,10931460.79,881935,2,0,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/07/2020,AC,1,155448.0,11138515.1,881935,0,1,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/08/2020,AC,2,148520.0,10763468.66,881935,4,1,1,1,1,1,1,1,1,1,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/09/2020,AC,3,146878.0,10609116.91,881935,8,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/10/2020,AC,4,97026.0,5798451.09,881935,8,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/11/2020,AC,5,144545.0,9326857.59,881935,2,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/12/2020,AC,6,80107.0,4371598.28,881935,5,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/13/2020,AC,0,134920.0,9194931.18,881935,13,1,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/14/2020,AC,1,129404.0,8884671.53,881935,9,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/15/2020,AC,2,111597.0,7660435.37,881935,2,0,1,0,0,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/16/2020,AC,3,124234.0,8861031.92,881935,9,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/17/2020,AC,4,132486.0,9431805.84,881935,25,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/18/2020,AC,5,131881.0,9061396.72,881935,7,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/19/2020,AC,6,78989.0,4540060.21,881935,21,1,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/20/2020,AC,0,140451.0,10139035.12,881935,13,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/21/2020,AC,1,91907.0,6468550.87,881935,19,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/22/2020,AC,2,132129.0,9851861.98,881935,19,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/23/2020,AC,3,125237.0,9247694.58,881935,13,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/24/2020,AC,4,139900.0,10449800.33,881935,7,1,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/25/2020,AC,5,125312.0,9231793.64,881935,24,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/26/2020,AC,6,78337.0,4776849.61,881935,21,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/27/2020,AC,0,148558.0,11048879.02,881935,0,3,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/28/2020,AC,1,137027.0,11097951.52,881935,32,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/29/2020,AC,2,137359.0,11004115.83,881935,43,1,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
04/30/2020,AC,3,154449.0,13847308.11,881935,50,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/01/2020,AC,4,108626.0,8485412.48,881935,82,0,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/02/2020,AC,5,141684.0,11544280.53,881935,67,2,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/03/2020,AC,6,79599.0,5085459.38,881935,104,3,1,0,0,0,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/04/2020,AC,0,151847.0,12213124.14,881935,76,4,1,0,1,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/05/2020,AC,1,157526.0,12300080.6,881935,84,1,1,0,1,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/06/2020,AC,2,129238.0,10585876.53,881935,126,4,1,0,1,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/07/2020,AC,3,136211.0,11554137.06,881935,71,3,1,0,1,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/08/2020,AC,4,151900.0,12721890.64,881935,163,2,1,0,1,1,0,1,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/09/2020,AC,5,151520.0,12194075.08,881935,158,1,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/10/2020,AC,6,87896.0,5579282.59,881935,112,2,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/11/2020,AC,0,134133.0,10302524.11,881935,13,4,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/12/2020,AC,1,126128.0,9435832.82,881935,130,6,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/13/2020,AC,2,121391.0,8908658.84,881935,104,1,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/14/2020,AC,3,106359.0,8036473.45,881935,46,3,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/15/2020,AC,4,124259.0,8917873.63,881935,45,2,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/16/2020,AC,5,125595.0,8670051.06,881935,82,2,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/17/2020,AC,6,75037.0,4514251.18,881935,130,1,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/18/2020,AC,0,121596.0,8421452.92,881935,237,7,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/19/2020,AC,1,117512.0,8741459.4,881935,248,5,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/20/2020,AC,2,130214.0,9222245.34,881935,335,4,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/21/2020,AC,3,121414.0,9525630.54,881935,286,2,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/22/2020,AC,4,137452.0,10263696.53,881935,240,2,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/23/2020,AC,5,130747.0,9197786.45,881935,524,7,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/24/2020,AC,6,75449.0,4464283.09,881935,293,5,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/25/2020,AC,0,129093.0,9612561.35,881935,341,5,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/26/2020,AC,1,133242.0,10046458.84,881935,280,8,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/27/2020,AC,2,128725.0,10136586.49,881935,470,8,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/28/2020,AC,3,129992.0,10776236.7,881935,349,9,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/29/2020,AC,4,149932.0,13162526.28,881935,241,13,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/30/2020,AC,5,147616.0,12337031.09,881935,231,7,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
05/31/2020,AC,6,84690.0,5949753.17,881935,147,6,1,1,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/01/2020,AC,0,156193.0,13373569.78,881935,107,13,1,0,1,1,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/02/2020,AC,1,141529.0,12228752.39,881935,139,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/03/2020,AC,2,138820.0,10769874.13,881935,214,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/04/2020,AC,3,138889.0,11182338.86,881935,342,10,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/05/2020,AC,4,151441.0,12287875.67,881935,263,9,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/06/2020,AC,5,148132.0,11625521.85,881935,241,11,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/07/2020,AC,6,83278.0,5532362.56,881935,458,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/08/2020,AC,0,154624.0,12490374.83,881935,145,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/09/2020,AC,1,146778.0,11554480.71,881935,329,12,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/10/2020,AC,2,143881.0,11483544.93,881935,289,14,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/11/2020,AC,3,124463.0,9360929.86,881935,345,8,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/12/2020,AC,4,160353.0,12370447.35,881935,204,9,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/13/2020,AC,5,136643.0,9944610.08,881935,239,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/14/2020,AC,6,77966.0,4737347.44,881935,108,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/15/2020,AC,0,128255.0,10308499.3,881935,129,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/16/2020,AC,1,138125.0,10813526.8,881935,232,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/17/2020,AC,2,136343.0,10299800.01,881935,336,10,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/18/2020,AC,3,134697.0,10568720.34,881935,325,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/19/2020,AC,4,101080.0,8112059.7,881935,323,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/20/2020,AC,5,159974.0,11941897.14,881935,276,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/21/2020,AC,6,81889.0,5098978.04,881935,118,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/22/2020,AC,0,147262.0,11078140.17,881935,158,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/23/2020,AC,1,136437.0,10490548.46,881935,271,16,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/24/2020,AC,2,132856.0,10277263.81,881935,212,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/25/2020,AC,3,132659.0,10373519.99,881935,282,9,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/26/2020,AC,4,147043.0,11611310.85,881935,340,8,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/27/2020,AC,5,146153.0,10563181.82,881935,269,8,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/28/2020,AC,6,77309.0,4850071.07,881935,145,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/29/2020,AC,0,157465.0,12757201.28,881935,88,8,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
06/30/2020,AC,1,160306.0,14927361.06,881935,107,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/01/2020,AC,2,159893.0,13979187.54,881935,462,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/02/2020,AC,3,156108.0,13848422.31,881935,333,8,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/03/2020,AC,4,166114.0,14415379.52,881935,64,9,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/04/2020,AC,5,163375.0,13417542.13,881935,375,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/05/2020,AC,6,91043.0,6175657.89,881935,135,0,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/06/2020,AC,0,158756.0,13344684.33,881935,66,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/07/2020,AC,1,148114.0,12481334.76,881935,253,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/08/2020,AC,2,155292.0,12564302.31,881935,226,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/09/2020,AC,3,147058.0,12008214.06,881935,298,7,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/10/2020,AC,4,148105.0,12100745.6,881935,303,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/11/2020,AC,5,150783.0,11826946.28,881935,312,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/12/2020,AC,6,85216.0,5575680.32,881935,110,7,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/13/2020,AC,0,146010.0,11820671.56,881935,70,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/14/2020,AC,1,160602.0,12484352.4,881935,219,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/15/2020,AC,2,147456.0,11961460.72,881935,193,10,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/16/2020,AC,3,158389.0,11757912.42,881935,193,1,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/17/2020,AC,4,157029.0,12186383.84,881935,100,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/18/2020,AC,5,150841.0,11337042.99,881935,237,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/19/2020,AC,6,87567.0,5488063.08,881935,93,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/20/2020,AC,0,154193.0,12271915.87,881935,167,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/21/2020,AC,1,156471.0,12877307.49,881935,238,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/22/2020,AC,2,150599.0,12511318.3,881935,279,1,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/23/2020,AC,3,154832.0,12589910.13,881935,178,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/24/2020,AC,4,160421.0,13695624.8,881935,236,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/25/2020,AC,5,146236.0,11813626.54,881935,264,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/26/2020,AC,6,95545.0,6719501.17,881935,88,3,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/27/2020,AC,0,152314.0,12833456.65,881935,38,7,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/28/2020,AC,1,160418.0,13790413.88,881935,349,7,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/29/2020,AC,2,153639.0,13207845.97,881935,234,10,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/30/2020,AC,3,163648.0,14192728.15,881935,207,11,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
07/31/2020,AC,4,187772.0,17773318.38,881935,52,10,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/01/2020,AC,5,178325.0,16058569.25,881935,305,4,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/02/2020,AC,6,100814.0,7880371.15,881935,36,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/03/2020,AC,0,180084.0,16693815.14,881935,373,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/04/2020,AC,1,169575.0,15248492.73,881935,369,6,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/05/2020,AC,2,167385.0,14894487.17,881935,325,2,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
08/06/2020,AC,3,168731.0,15253781.07,881935,230,5,0,0,0,0,0,0,0,0,50.0,93.0,136.0,5.0,157935.93424657534,11302107.061972594
03/08/2020,AL,6,435056.0,31014297.23,3337357,1,0,0,0,0,0,0,0,0,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/09/2020,AL,0,671146.0,48603017.51,3337357,0,0,0,0,0,0,0,0,0,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/10/2020,AL,1,634396.0,46556793.74,3337357,0,0,0,0,0,0,0,0,0,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/11/2020,AL,2,672460.0,49033597.03,3337357,0,0,0,0,0,0,0,0,0,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/12/2020,AL,3,641536.0,47997159.12,3337357,0,0,0,0,0,0,0,0,0,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/13/2020,AL,4,713043.0,54547691.5,3337357,0,0,0,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/14/2020,AL,5,687273.0,52373660.18,3337357,0,0,0,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/15/2020,AL,6,432202.0,28942424.27,3337357,0,0,0,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/16/2020,AL,0,646047.0,46563716.19,3337357,0,0,0,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/17/2020,AL,1,655686.0,49455219.04,3337357,0,0,1,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/18/2020,AL,2,593373.0,45668680.94,3337357,0,0,1,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/19/2020,AL,3,616108.0,48324709.55,3337357,3,0,1,0,1,1,0,0,0,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/20/2020,AL,4,672856.0,60038855.8,3337357,1,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/21/2020,AL,5,550060.0,42860912.86,3337357,2,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/22/2020,AL,6,273044.0,17657018.89,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/23/2020,AL,0,432740.0,30009351.61,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/24/2020,AL,1,375690.0,25257748.5,3337357,2,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/25/2020,AL,2,395581.0,27129927.82,3337357,2,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/26/2020,AL,3,405579.0,28249789.67,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/27/2020,AL,4,437500.0,32631728.28,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/28/2020,AL,5,471477.0,32309063.18,3337357,3,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/29/2020,AL,6,241097.0,14557775.76,3337357,3,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/30/2020,AL,0,466278.0,33539179.84,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
03/31/2020,AL,1,504375.0,41011543.7,3337357,1,1,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/01/2020,AL,2,474943.0,36956139.18,3337357,0,0,1,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/02/2020,AL,3,480186.0,38743370.81,3337357,0,0,0,1,1,1,0,0,1,1,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/03/2020,AL,4,507260.0,41282697.69,3337357,4,1,0,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/04/2020,AL,5,529492.0,40289920.64,3337357,1,0,0,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/05/2020,AL,6,283382.0,19027294.27,3337357,5,0,0,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/06/2020,AL,0,488977.0,39488307.13,3337357,3,0,1,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/07/2020,AL,1,498061.0,41280051.58,3337357,1,0,1,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/08/2020,AL,2,535104.0,43348469.91,3337357,5,0,1,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/09/2020,AL,3,591283.0,45211731.25,3337357,0,1,1,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
04/10/2020,AL,4,246083.0,15643975.02,3337357,8,0,1,1,1,0,0,0,1,0,74.0,124.0,174.0,4.0,594993.6383561643,44476135.5701918
